playerid,displayname,height,weight,dob,position,origin
2018829119,"Ryan, Liam",179.0,72.0,1996-10-02,Forward,Subiaco
2017821854,"Ryan, Luke",187.0,92.0,1996-02-06,Defender,Coburg Lions
2021823551,"Ryan, Samson",206.0,96.0,2000-12-09,Ruck,Brisbane Lions Academy
2006825930,"Ryder, Paddy",197.0,94.0,1988-03-14,"Forward, Ruck",East Fremantle
2015839510,"Saad, Adam",178.0,78.0,1994-07-23,Defender,Coburg Lions
2012838534,"Saad, Ahmed",175.0,75.0,1989-10-09,Forward,Northern Bullants
2014831646,"Salem, Christian",183.0,81.0,1995-07-15,Defender,Sandringham Dragons
2003837329,"Sandilands, Aaron",211.0,118.0,1982-12-06,Ruck,East Fremantle
2022835065,"Saunders, Jack",180.0,76.0,2002-02-11,Forward,Norwood
2013832932,"Saunders, Josh",180.0,78.0,1994-08-31,Forward,Geelong Falcons
2009834944,"Savage, Shane",187.0,82.0,1991-01-05,Defender,Dandenong Stingrays
1998837221,"Scarlett, Matthew",192.0,94.0,1979-06-05,Defender,Geelong Falcons
2016839938,"Schache, Josh",199.0,94.0,1997-08-21,Forward,Murray Bushrangers
2015837771,"Schade, Henry",197.0,89.0,1993-10-08,Defender,North Hobart
2015838906,"Scharenberg, Matt",191.0,87.0,1995-09-18,Defender,Glenelg
2017837636,"Scheer, Brad",184.0,84.0,1998-08-31,"Midfield, Forward",Gold Coast Suns Academy
2003835745,"Schneider, Adam",175.0,79.0,1984-05-12,Forward,Osborne
2020839071,"Schoenberg, Harry",180.0,78.0,2001-02-21,Midfield,Woodville-West Torrens
2016838317,"Schoenfeld, Josh",186.0,75.0,1997-07-03,Forward,Peel Thunder
2009838202,"Schoenmakers, Ryan",195.0,94.0,1990-11-08,Forward,Norwood
2007839508,"Schofield, Will",196.0,92.0,1989-01-24,Defender,Geelong Falcons
2012835365,"Schroder, Jordan",182.0,85.0,1992-12-05,Midfield,Calder Cannons
2019836646,"Schultz, Lachie",178.0,78.0,1997-11-30,Forward,Williamstown
2003832712,"Schulz, Jay",193.0,94.0,1985-04-18,Forward,Woodville-West Torrens
2012839503,"Schulz, Sam",183.0,76.0,1992-09-19,Midfield,GWS Giants Academy
2019839612,"Schumacher, Angus",192.0,83.0,1999-03-16,Defender,Bendigo Pioneers
1999839226,"Scotland, Heath",182.0,82.0,1980-07-21,Defender,Carlton
2021837430,"Scott, Anthony",180.0,76.0,1995-02-28,"Midfield, Forward",Footscray Bulldogs
2019839062,"Scott, Bailey",186.0,73.0,2000-07-09,"Midfield, Forward",Gold Coast Suns Academy
2017838024,"Scrimshaw, Jack",193.0,88.0,1998-09-04,Defender,Sandringham Dragons
2010833880,"Scully, Tom",181.0,80.0,1991-05-15,"Midfield, Forward",Dandenong Stingrays
2004837157,"Seaby, Mark",199.0,101.0,1984-05-01,Ruck,West Perth
2012834096,"Seedsman, Paul",190.0,87.0,1992-01-22,Midfield,Eastern Ranges
2008831154,"Sellar, James",196.0,98.0,1989-03-24,"Defender, Forward",Glenelg
2003835215,"Selwood, Adam",189.0,84.0,1984-05-01,Defender,Bendigo Pioneers
2007835833,"Selwood, Joel",183.0,84.0,1988-05-26,Midfield,Bendigo Pioneers
2008832831,"Selwood, Scott",186.0,85.0,1990-03-27,Midfield,Bendigo Pioneers
2020833845,"Serong, Caleb",178.0,83.0,2001-02-09,Midfield,Gippsland Power
2022835199,"Serong, Jai",193.0,82.0,2003-02-16,Defender,Gippsland Power
2017832504,"Setterfield, Will",192.0,87.0,1998-02-05,Midfield,Sandringham Dragons
2004833822,"Sewell, Brad",181.0,86.0,1984-02-02,Midfield,GWV Rebels
2012836288,"Sexton, Alex",186.0,83.0,1993-12-03,Forward,Redland
2021839564,"Sharman, Cooper",193.0,83.0,2000-07-25,Forward,Woodville-West Torrens
2021838158,"Sharp, Harry",183.0,69.0,2002-12-17,"Defender, Midfield",GWV Rebels
2020833450,"Sharp, Jeremy",187.0,79.0,2001-08-13,Midfield,East Fremantle
2005836583,"Shaw, Heath",183.0,86.0,1985-11-27,Defender,Northern Knights
2011834758,"Shaw, Matt",187.0,82.0,1992-02-05,Midfield,Dandenong Stingrays
2000833271,"Shaw, Rhyce",182.0,81.0,1981-10-16,Defender,Diamond Creek
2012832815,"Shaw, Sam",193.0,90.0,1991-04-05,Defender,Oakleigh Chargers
2023834304,"Sheather, Marc",185.0,86.0,2002-06-11,"Defender, Forward",Pennant Hills
2014839842,"Sheed, Dom",185.0,87.0,1995-04-10,Midfield,Subiaco
2014834501,"Sheehan, Ciaran",188.0,80.0,1990-11-19,Defender,Ireland
2023835602,"Sheezel, Harry",185.0,80.0,2004-10-13,Defender,Sandringham Dragons
2009831335,"Sheldon, Sam",184.0,80.0,1989-03-08,Midfield,Oakleigh Chargers
2022834595,"Sheldrick, Angus",179.0,86.0,2003-11-07,Midfield,Claremont
2013831828,"Shenton, Cameron",188.0,83.0,1990-09-27,Defender,Norwood
2010837155,"Sheppard, Brad",187.0,85.0,1991-05-23,Defender,East Fremantle
2012833453,"Sheridan, Tom",187.0,82.0,1993-10-28,Midfield,Calder Cannons
2012838226,"Sheringham, Jackson",178.0,73.0,1988-06-22,Midfield,Geelong Cats
2005833394,"Sherman, Justin",183.0,89.0,1987-01-26,"Midfield, Forward",Clarence
2012834776,"Shiel, Dylan",182.0,83.0,1993-03-09,Midfield,Aspendale
2009832661,"Shiels, Liam",183.0,84.0,1991-04-29,Midfield,Boronia
2018835317,"Shipley, Nick",188.0,95.0,1999-06-25,Midfield,GWS Giants Academy
2020838794,"Sholl, Lachlan",185.0,77.0,2000-03-07,Defender,Calder Cannons
2016835840,"Short, Jayden",178.0,76.0,1996-01-24,Defender,Northern Knights
2010833473,"Shuey, Luke",183.0,90.0,1990-06-02,Midfield,Oakleigh Chargers
2015831293,"Sicily, James",186.0,87.0,1995-01-06,Defender,Western Jets
2009833817,"Sidebottom, Steele",184.0,85.0,1991-01-02,"Midfield, Forward",Murray Bushrangers
2018833083,"Sier, Brayden",191.0,88.0,1997-12-12,Midfield,Northern Knights
2013831687,"Sierakowski, Will",187.0,82.0,1990-07-26,Defender,New South Wales
2010836184,"Silvagni, Alex",192.0,93.0,1987-09-29,Defender,Casey Demons
2016833015,"Silvagni, Jack",194.0,89.0,1997-12-17,Forward,Oakleigh Chargers
2012835114,"Simpkin, Jonathan",181.0,81.0,1987-10-28,"Midfield, Forward",Geelong Falcons
2017831292,"Simpkin, Jy",182.0,75.0,1998-03-05,Midfield,Murray Bushrangers
2011831447,"Simpkin, Tom",191.0,92.0,1990-08-07,"Defender, Forward",Geelong Falcons
2010833126,"Simpson, Dawson",210.0,110.0,1989-02-17,Ruck,Murray Bushrangers
2013835834,"Simpson, Josh",184.0,73.0,1994-02-09,"Midfield, Forward",East Fremantle
2003836344,"Simpson, Kade",183.0,75.0,1984-05-05,Defender,Eastern Ranges
2017831987,"Simpson, Sam",180.0,68.0,1998-06-14,Forward,Geelong Falcons
2011832365,"Sinclair, Ben",183.0,80.0,1991-10-01,Defender,Oakleigh Chargers
2013835249,"Sinclair, Callum",200.0,96.0,1989-09-23,Ruck,Subiaco
2015834201,"Sinclair, Jack",181.0,81.0,1995-02-12,"Defender, Midfield",Oakleigh Chargers
2022831809,"Sinn, Josh",187.0,78.0,2003-01-07,Midfield,Sandringham Dragons
2011835310,"Siposs, Arryn",189.0,90.0,1992-11-25,Forward,Dandenong Stingrays
2017833334,"Skinner, Sam",197.0,94.0,1997-06-29,Forward,Gippsland Power
2011838967,"Skinner, Zephaniah",189.0,79.0,1989-06-27,Forward,-
2005837579,"Slattery, Henry",185.0,86.0,1986-01-22,Defender,West Adelaide
2009835778,"Sloane, Rory",182.0,83.0,1990-03-17,Midfield,Eastern Ranges
2012836294,"Smedts, Billie",190.0,85.0,1992-06-08,"Midfield, Forward",Geelong Falcons
2016835010,"Smith, Archie",201.0,102.0,1995-07-19,Ruck,Mt Gravatt
2010839216,"Smith, Ashley",186.0,85.0,1990-07-20,Defender,Dandenong Stingrays
2019836618,"Smith, Bailey",185.0,80.0,2000-12-07,"Midfield, Forward",Sandringham Dragons
2011832909,"Smith, Brodie",189.0,90.0,1992-01-14,Defender,Woodville-West Torrens
2012833342,"Smith, Clay",181.0,85.0,1993-05-11,Forward,Gippsland Power
2015837730,"Smith, Clem",178.0,78.0,1996-02-03,"Defender, Forward",Perth
2012833121,"Smith, Devon",174.0,77.0,1993-05-20,"Midfield, Forward",Geelong Falcons
2011833883,"Smith, Isaac",188.0,83.0,1988-12-30,"Midfield, Forward",GWV Rebels
2017838949,"Smith, Joel",191.0,87.0,1996-02-25,Defender,Geelong Supercats
2016838200,"Smith, Josh",180.0,80.0,1994-01-02,Forward,Redland
2008835971,"Smith, Nick",183.0,83.0,1988-06-12,Defender,Norwood
2015835077,"Smith, Roarke",181.0,74.0,1996-09-11,"Midfield, Forward",Calder Cannons
2013831213,"Smith, Tanner",196.0,90.0,1994-03-08,Defender,GWV Rebels
2017834225,"Smith, Tim",192.0,94.0,1991-02-20,Forward,Casey Demons
2011839963,"Smith, Zac",206.0,105.0,1990-02-22,Ruck,QLD Soccer
2016835941,"Snelling, Will",175.0,70.0,1997-08-06,Forward,West Adelaide
2017831192,"Soldo, Ivan",204.0,106.0,1996-04-14,Ruck,Daramalan College
2022836071,"Soligo, Jake",180.0,80.0,2003-01-25,Midfield,Eastern Ranges
2022831276,"Sonsie, Tyler",181.0,73.0,2003-01-27,Forward,Eastern Ranges
2008838939,"Spangher, Matthew",195.0,96.0,1987-04-23,Defender,Eastern Ranges
2018831644,"Spargo, Charlie",173.0,71.0,1999-11-25,Forward,Murray Bushrangers
2019831764,"Sparrow, Tom",183.0,82.0,2000-05-31,Forward,South Adelaide
2009838909,"Spencer, Jake",203.0,103.0,1989-10-09,Ruck,Redwood
2017835168,"Spencer, Max",190.0,82.0,1997-10-04,Defender,Gold Coast Suns Academy
2021835338,"Spicer, Phoenix",173.0,64.0,2002-01-30,"Midfield, Forward",South Adelaide
2019834419,"Sproule, Zach",197.0,92.0,1998-05-12,Forward,Albury
2012838322,"Spurr, Lee",182.0,82.0,1987-07-27,Defender,Central District
2019838360,"Stack, Sydney",179.0,72.0,2000-04-28,Defender,Federals FC
2003835046,"Staker, Brent",196.0,98.0,1984-05-23,Forward,NSW
2007838672,"Stanley, Danny",187.0,90.0,1988-02-18,Forward,Geelong Falcons
2023832671,"Stanley, Ethan",188.0,81.0,2003-11-13,Midfield,Box Hill Hawks
2010834704,"Stanley, Rhys",200.0,102.0,1990-12-01,Ruck,West Adelaide
2004837240,"Stanton, Brent",183.0,82.0,1986-05-01,Midfield,Northern Knights
2018836883,"Starcevich, Brandon",188.0,88.0,1999-07-24,"Defender, Midfield",East Perth
2015835970,"Steele, Jack",187.0,90.0,1995-12-13,Midfield,Belconnen
2019837061,"Stein, Jake",195.0,95.0,1994-01-17,Defender,Penrith
2014836270,"Steinberg, Ariel",191.0,86.0,1992-08-26,Defender,Bendigo Pioneers
2017831025,"Stengle, Tyson",172.0,73.0,1998-10-19,Forward,Woodville-West Torrens
2022839545,"Stephens, Cooper",188.0,86.0,2001-01-17,Midfield,Geelong Falcons
2020837863,"Stephens, Dylan",183.0,69.0,2001-02-08,Midfield,Norwood
2018835819,"Stephenson, Jaidyn",188.0,78.0,1999-01-15,"Midfield, Forward",Eastern Ranges
2012834610,"Stephenson, Orren",200.0,104.0,1982-07-15,Ruck,-
2009836029,"Steven, Jack",180.0,83.0,1990-03-28,"Midfield, Forward",Geelong Falcons
2010831090,"Stevens, Koby",189.0,87.0,1991-06-18,Midfield,Gippsland Power
2010834076,"Stevenson, Lewis",189.0,88.0,1989-07-30,Defender,Claremont
2010831207,"Stewart, Daniel",200.0,93.0,1988-10-30,Forward,Labrador
2013833750,"Stewart, James",198.0,94.0,1994-03-04,"Defender, Forward",Sandringham Dragons
2016833809,"Stewart, Kade",180.0,67.0,1997-01-16,Forward,South Fremantle
2008831528,"Stewart, Paul",191.0,90.0,1987-07-10,Forward,Woodville-West Torrens
2017836998,"Stewart, Tom",190.0,88.0,1993-03-15,Defender,Geelong Cats
2006834732,"Stiller, Cheynee",187.0,84.0,1986-05-03,Defender,Northern Eagles
2019833354,"Stocker, Liam",184.0,83.0,2000-01-23,Defender,Sandringham Dragons
2018833160,"Stoddart, Ryley",184.0,73.0,1999-10-15,Defender,Eastern Ranges
2006838296,"Stokes, Mathew",176.0,75.0,1984-11-22,"Midfield, Forward",Woodville-West Torrens
2021833557,"Stone, Conor",188.0,81.0,2002-04-22,Forward,Oakleigh Chargers
2020831323,"Strachan, Kieran",204.0,95.0,1995-10-05,"Forward, Ruck",Port Melbourne
2010835476,"Stratton, Ben",189.0,88.0,1989-03-01,Defender,East Perth
2010835934,"Strauss, James",185.0,82.0,1990-06-14,Defender,Oakleigh Chargers
2015833635,"Stretch, Billy",180.0,80.0,1996-09-08,Midfield,Glenelg
2010833841,"Strijk, Andrew",183.0,84.0,1987-10-18,Forward,West Perth
2013833968,"Stringer, Jake",192.0,95.0,1994-04-25,"Midfield, Forward",Bendigo Pioneers
2012831857,"Stringer, Jesse",182.0,73.0,1991-04-03,Midfield,Port Adelaide
2022834920,"Strnadica, Luke",203.0,103.0,1998-01-01,Ruck,East Fremantle
2020834823,"Sturt, Sam",189.0,72.0,2000-05-12,Forward,Dandenong Stingrays
2009833119,"Suban, Nick",182.0,85.0,1990-05-09,Midfield,GWV Rebels
2009831205,"Suckling, Matt",187.0,85.0,1988-07-25,Defender,Wagga Tigers
2012835246,"Sumner, Liam",177.0,75.0,1993-08-16,Forward,Sandringham Dragons
2013836893,"Sumner, Timmy",187.0,89.0,1994-10-09,Forward,Woodville-West Torrens
2004836210,"Surjan, Jacob",179.0,84.0,1985-08-15,Defender,South Coogee
2012832028,"Sutcliffe, Cam",186.0,87.0,1992-05-23,Forward,Woodville-West Torrens
2006838202,"Swallow, Andrew",182.0,80.0,1987-06-02,Midfield,East Fremantle
2011834993,"Swallow, David",185.0,87.0,1992-11-19,Midfield,East Fremantle
2003833172,"Swan, Dane",185.0,93.0,1984-02-25,Midfield,Calder Cannons
2021833790,"Sweet, Jordon",203.0,106.0,1998-02-02,Ruck,North Adelaide
2009834870,"Swift, Tom",191.0,85.0,1990-07-06,Midfield,Claremont
2018835969,"Switkowski, Sam",179.0,74.0,1996-11-20,Forward,Box Hill Hawks
2004836956,"Sylvia, Colin",186.0,86.0,1985-11-08,Forward,Bendigo Pioneers
2004837773,"Symes, Brad",186.0,84.0,1985-03-07,Midfield,Central District
2013841110,"Taberner, Matthew",198.0,99.0,1993-06-17,Forward,Murray Bushrangers
2011843284,"Talia, Daniel",197.0,98.0,1991-10-02,Defender,Calder Cannons
2012846405,"Talia, Michael",194.0,94.0,1993-02-11,Defender,Calder Cannons
2005843341,"Tambling, Richard",180.0,80.0,1986-09-12,Defender,Southern Districts
2011846205,"Tape, Seb",191.0,83.0,1992-08-06,Defender,Glenelg
2011848287,"Tapscott, Luke",180.0,87.0,1991-06-28,Forward,North Adelaide
2017848621,"Taranto, Tim",187.0,87.0,1998-01-28,Midfield,Sandringham Dragons
1998844351,"Tarrant, Chris",193.0,94.0,1980-09-18,Defender,Bendigo Pioneers
2010848340,"Tarrant, Robbie",196.0,97.0,1989-04-25,Defender,Bendigo Pioneers
2019848070,"Taylor, Curtis",187.0,78.0,2000-04-06,Forward,Calder Cannons
2020848404,"Taylor, Elijah",188.0,77.0,2001-05-01,"Midfield, Forward",Perth
2008849301,"Taylor, Harry",195.0,94.0,1986-06-12,Defender,East Fremantle
2011848552,"Taylor, Jeremy",191.0,83.0,1992-06-17,Defender,Geelong Falcons
2014848528,"Taylor, Lewis",175.0,80.0,1995-02-17,Midfield,Geelong Falcons
2018845175,"Taylor, Sam",196.0,93.0,1999-05-05,Defender,Swan Districts
2022848421,"Teakle, Brynn",204.0,96.0,1999-10-16,Ruck,East Fremantle
2014848151,"Templeton, Eli",183.0,73.0,1995-08-19,Forward,Burnie Dockers
2013846913,"Terlich, Dean",186.0,83.0,1989-12-13,Defender,Murray Bushrangers
2021845288,"Thilthorpe, Riley",200.0,99.0,2002-07-07,"Forward, Ruck",West Adelaide
2006847247,"Thomas, Dale",185.0,86.0,1987-06-21,Defender,Gippsland Power
2013847724,"Thomas, Josh",178.0,78.0,1991-10-01,Forward,Redlands Fc
2007843652,"Thomas, Lindsay",180.0,79.0,1988-02-29,Forward,Port Adelaide
2006845644,"Thomas, Matt",186.0,87.0,1987-02-27,Midfield,Port Adelaide
2019848953,"Thomas, Tarryn",189.0,74.0,2000-03-25,Forward,North Launceston
2011842973,"Thompson, Luke",194.0,88.0,1991-02-08,Defender,Geelong Falcons
2011844132,"Thompson, Rory",200.0,100.0,1991-03-12,Defender,Southport Sharks
2001849962,"Thompson, Scott",184.0,86.0,1983-03-14,Midfield,Port Adelaide
2008848015,"Thompson, Scott",193.0,96.0,1986-05-09,Defender,Geelong Cats
2002849227,"Thornton, Bret",192.0,94.0,1983-11-15,"Defender, Forward",Oakleigh Chargers
2013846132,"Thurlow, Jackson",190.0,87.0,1994-03-28,Defender,Launceston
2011842067,"Tippett, Joel",196.0,94.0,1988-10-26,Defender,West Adelaide
2008845101,"Tippett, Kurt",202.0,105.0,1987-05-08,"Forward, Ruck",Southport Sharks
2021849623,"Tohill, Anton",191.0,85.0,1999-12-14,Forward,Unknown
2012848079,"Tomlinson, Adam",194.0,96.0,1993-08-10,"Defender, Midfield",Oakleigh Chargers
2007844339,"Toovey, Alan",189.0,89.0,1987-03-23,Defender,Claremont
2013849678,"Toumpas, Jimmy",183.0,79.0,1994-01-02,Midfield,Woodville-West Torrens
2014844457,"Towers, Dean",189.0,88.0,1990-05-04,Forward,GWV Rebels
2012849499,"Townsend, Jacob",187.0,89.0,1993-06-20,Forward,Leeton
2011841022,"Toy, Josh",185.0,87.0,1992-04-18,Defender,Calder Cannons
2021849113,"Treacy, Josh",193.0,94.0,2002-08-04,"Forward, Ruck",Bendigo Pioneers
2012841186,"Treloar, Adam",182.0,89.0,1993-03-09,Midfield,Aspendale
2010845874,"Trengove, Jack",185.0,82.0,1991-09-02,Defender,Sturt
2010846795,"Trengove, Jackson",197.0,97.0,1990-11-02,Defender,Calder Cannons
2022849211,"Trew, Zane",187.0,81.0,2002-04-26,Midfield,Swan Districts
2023846591,"Trezise, James",188.0,76.0,2002-06-15,Defender,Richmond
2023843400,"Tsatas, Elijah",187.0,80.0,2004-10-18,"Midfield, Forward",Oakleigh Chargers
2022848195,"Tsitas, James",181.0,84.0,1995-03-03,Forward,Geelong Falcons
2004848739,"Tuck, Shane",189.0,92.0,1981-12-24,Midfield,Hawthorn
2016849998,"Tucker, Darcy",184.0,83.0,1997-01-23,"Defender, Midfield",GWV Rebels
2013849588,"Tunbridge, Simon",191.0,94.0,1993-04-01,Forward,GWS Giants Academy
2022842066,"Tunstill, James",187.0,75.0,2003-07-18,Forward,East Perth
2011849258,"Tuohy, Zach",187.0,93.0,1989-12-10,"Defender, Midfield",Ireland
2022847014,"Turner, Daniel",194.0,88.0,2002-01-28,Defender,Murray Bushrangers
2014841299,"Turner, Kayne",180.0,75.0,1995-12-31,"Defender, Forward",Wodonga Football
2011849852,"Tutt, Jason",177.0,81.0,1991-05-15,Midfield,Ainslie
2012844653,"Tynan, Josh",186.0,76.0,1993-11-06,Defender,Gippsland Power
2012844200,"Tyson, Dom",186.0,85.0,1993-06-08,Midfield,Oakleigh Chargers
2012851232,"Ugle, Gerald",181.0,82.0,1993-01-31,Defender,WA
2012851248,"Ugle, Kirk",172.0,73.0,1992-05-06,Forward,Swan Districts
2021858050,"Ugle-Hagan, Jamarra",194.0,84.0,2002-04-04,Forward,Oakleigh Chargers
2023857170,"Uwland, Bodhi",188.0,89.0,2003-07-25,Defender,Allies
2009861510,"van Berlo, Jay",186.0,86.0,1988-09-18,Midfield,West Perth
2005861200,"van Berlo, Nathan",184.0,83.0,1986-06-06,"Defender, Midfield",West Perth
2023869816,"van Rooyen, Jacob",193.0,96.0,2003-04-16,Forward,Claremont
2014864444,"van Unen, Dylan",188.0,85.0,1990-06-22,Midfield,-
2015861428,"Vandenberg, Aaron",191.0,90.0,1992-03-03,Midfield,Ainslie
2020867730,"Vandermeer, Laitham",180.0,77.0,1999-02-03,"Midfield, Forward",Murray Bushrangers
2007864400,"Varcoe, Travis",180.0,84.0,1988-04-10,Forward,Central District
2011864351,"Vardy, Nathan",200.0,98.0,1991-06-25,Ruck,Gippsland Power
2018863157,"Venables, Daniel",187.0,84.0,1998-11-19,Forward,Western Jets
2008863393,"Veszpremi, Patrick",181.0,84.0,1989-09-01,Defender,Northern Knights
2017865784,"Vickers-Willis, Ed",190.0,86.0,1996-03-28,Defender,Sandringham Dragons
2009861375,"Vickery, Ty",200.0,100.0,1990-05-31,Forward,Sandringham Dragons
2006865213,"Vince, Bernie",186.0,86.0,1985-10-02,Defender,Woodville-West Torrens
2013864812,"Viney, Jack",178.0,84.0,1994-04-13,Midfield,Oakleigh Chargers
2023863449,"Visentini, Dante",202.0,98.0,2003-02-13,Ruck,Sandringham Dragons
2013864952,"Vlastuin, Nick",187.0,88.0,1994-04-19,Defender,Northern Knights
2016871564,"Wagner, Corey",181.0,75.0,1997-03-23,"Midfield, Forward",Aspley
2016877384,"Wagner, Josh",189.0,84.0,1994-06-24,Defender,Aspley
2003874001,"Waite, Jarrad",194.0,96.0,1983-02-04,Forward,Murray Bushrangers
2004872188,"Walker, Andrew",190.0,89.0,1986-05-18,"Defender, Forward",Bendigo Pioneers
2021872846,"Walker, Brandon",183.0,75.0,2002-10-17,Defender,East Fremantle
2012874022,"Walker, Josh",197.0,100.0,1992-11-12,Defender,Geelong Falcons
2009877055,"Walker, Taylor",193.0,100.0,1990-04-25,Forward,Broken Hill North
2018872055,"Walker, Will",186.0,78.0,1999-03-30,"Midfield, Forward",Sandringham Dragons
2011872415,"Wallis, Mitch",186.0,85.0,1992-10-24,Forward,Calder Cannons
2015878647,"Walsh, Brad",180.0,84.0,1996-09-03,Midfield,Peel Thunder
2019878858,"Walsh, Sam",184.0,80.0,2000-07-02,Midfield,Geelong Falcons
2012879079,"Walsh, Tommy",195.0,97.0,1988-02-26,Forward,Ireland
2009873507,"Walters, Michael",178.0,78.0,1991-01-07,"Midfield, Forward",Swan Districts
2014879738,"Wanganeen, Derick",176.0,75.0,1991-02-05,Midfield,Box Hill Hawks
2022873296,"Wanganeen, Tex",179.0,78.0,2003-10-10,Forward,Oakleigh Chargers
2022873149,"Wanganeen-Milera, Nasiah",187.0,71.0,2003-02-22,Defender,Glenelg
2008879369,"Ward, Callan",187.0,84.0,1990-04-10,Midfield,Western Jets
2022873683,"Ward, Josh",181.0,74.0,2003-08-17,Midfield,Northern Knights
2023876648,"Wardlaw, George",182.0,79.0,2004-06-11,Midfield,Oakleigh Chargers
2020878482,"Warner, Chad",181.0,80.0,2001-05-19,Midfield,East Fremantle
2023874225,"Warner, Corey",182.0,77.0,2003-10-07,Forward,East Fremantle
2006873450,"Warnock, Matthew",195.0,97.0,1984-04-03,Defender,Sandringham Dragons
2007873906,"Warnock, Robert",206.0,104.0,1987-01-19,Ruck,Sandringham Dragons
2009878123,"Warren, Ben",186.0,89.0,1989-02-11,Forward,Zillmere Eagles
2014878598,"Warren, Max",181.0,80.0,1993-01-29,Defender,Eastern Ranges
2021873920,"Waterman, Alec",183.0,89.0,1996-08-19,Forward,Claremont
2018874605,"Waterman, Jake",191.0,92.0,1998-05-06,Forward,Claremont
2004878702,"Waters, Beau",188.0,87.0,1986-03-30,Defender,West Adelaide
2019873059,"Watson, Francis",187.0,81.0,1995-09-29,Defender,Balgo
2003874470,"Watson, Jobe",191.0,93.0,1985-02-08,Midfield,Sandringham Dragons
2011871547,"Watson, Matthew",195.0,101.0,1992-07-16,"Defender, Forward",Calder Cannons
2020879167,"Watson, Tobe",190.0,83.0,1997-12-03,Defender,Swan Districts
2009875413,"Watts, Jack",196.0,88.0,1991-03-26,Defender,Sandringham Dragons
2015877357,"Webb, Lukas",186.0,80.0,1996-03-04,Forward,Gippsland Power
2010879693,"Webberley, Jeromey",182.0,80.0,1988-07-12,Defender,Clarence
2013872622,"Webster, Jimmy",188.0,83.0,1993-06-28,Defender,Glenorchy
2023871901,"Weddle, Josh",191.0,92.0,2004-05-25,Defender,Oakleigh Chargers
2022874564,"Wehr, Jacob",184.0,75.0,1998-07-05,Midfield,Woodville-West Torrens
2016875200,"Weideman, Sam",195.0,97.0,1997-06-26,Forward,Eastern Ranges
2020874392,"Weightman, Cody",177.0,73.0,2001-01-15,Forward,Dandenong Stingrays
2016871370,"Weitering, Jacob",196.0,98.0,1997-11-23,Defender,Mount Eliza Football Club
2015876388,"Weller, Lachie",181.0,81.0,1996-02-23,"Midfield, Forward",Southport Sharks
2011875794,"Weller, Maverick",182.0,87.0,1992-02-13,Forward,Gold Coast Suns Academy
2008879314,"Wellingham, Sharrod",185.0,85.0,1988-07-07,Defender,Perth
2003879516,"Wells, Daniel",181.0,79.0,1985-02-03,Forward,Peel Thunder
2021872717,"West, Connor",181.0,80.0,1999-05-07,Midfield,West Perth
2019871174,"West, Rhylee",181.0,82.0,2000-07-12,Forward,Calder Cannons
2008875980,"West, Trent",199.0,103.0,1987-10-17,"Forward, Ruck",Gippsland Power
2021879057,"Western, Joel",171.0,64.0,2002-10-12,Midfield,Claremont
2007874401,"Westhoff, Justin",199.0,96.0,1986-10-01,"Midfield, Forward",Central District
2012875086,"Whiley, Mark",188.0,87.0,1992-12-01,Midfield,Finley
2016878259,"White, Brandon",188.0,77.0,1997-01-13,Defender,Dandenong Stingrays
2008879174,"White, Jesse",196.0,102.0,1988-01-09,Forward,Southport Sharks
2006876262,"White, Matt",180.0,82.0,1987-04-15,"Midfield, Forward",Calder Cannons
2015875102,"White, Mitch",188.0,88.0,1996-04-10,Defender,Dandenong Stingrays
2010872263,"White, Simon",190.0,92.0,1988-06-17,Defender,Subiaco
2014877399,"White, Spencer",196.0,84.0,1994-09-22,Forward,Western Jets
2009877879,"Whitecross, Brendan",183.0,86.0,1990-01-25,Forward,Zillmere Eagles
2013873745,"Whitfield, Lachie",187.0,81.0,1994-07-18,"Defender, Midfield",Dandenong Stingrays
2023876339,"Whyte, Cooper",181.0,81.0,2003-02-24,"Midfield, Forward",Geelong Falcons
2020879009,"Wicks, Sam",181.0,73.0,1999-09-14,Midfield,Sydney Swans
2019871580,"Wilkie, Callum",191.0,87.0,1996-03-10,Defender,North Adelaide
2011875111,"Wilkinson, Joel",186.0,81.0,1991-11-29,Defender,Broadbeach
2016878199,"William, Reuben",189.0,87.0,1997-12-31,Defender,Zillmere Eagles
2020879607,"Williams, Bailey",199.0,95.0,2000-04-17,Ruck,Dandenong Stingrays
2016873012,"Williams, Bailey",187.0,85.0,1997-10-10,Midfield,Glenelg
2021872465,"Williams, Dylan",185.0,79.0,2001-07-01,"Midfield, Forward",Oakleigh Chargers
2022878603,"Williams, Jack",198.0,94.0,2003-12-01,Forward,East Fremantle
2017879610,"Williams, Josh",189.0,73.0,1998-06-12,Midfield,Surfers Paradise
2012874817,"Williams, Marley",181.0,83.0,1993-07-22,Defender,Claremont
2007878910,"Williams, Tom",196.0,101.0,1986-07-17,Forward,Morningside
2013879070,"Williams, Zac",185.0,84.0,1994-09-20,"Defender, Midfield",Narrandera
2017878987,"Williamson, Tom",190.0,85.0,1998-12-12,Defender,GWV Rebels
2016879934,"Willis, Mackenzie",182.0,82.0,1995-08-07,Defender,Kingborough
2016871222,"Wills, Rupert",191.0,89.0,1993-05-20,Midfield,Collingwood
2017875332,"Willsmore, Dallas",191.0,85.0,1995-05-29,Midfield,GWV Rebels
